index,national,country,format_name,name,geo_type,iso_a3,marker_lat,marker_long,name_popup,inc_popup,inc_popup_cd,inc_popup_uc,epi_stage_popup,WESP_18_class_popup,inc_IBD,inc_CD,inc_UC,inc_IBD_popup,inc_CD_popup,inc_UC_popup,epi_stage,pop_based,inc_most_recent,inc_AAPC,WESP_18_class,UN_geoscheme,decade,Notes,DeveloperNotes
219,No,Switzerland,Switzerland,Switzerland,country,CHE,46.7985624,8.2319736,"<p style=""font-size: 150%""><b>Switzerland</b></p>","<p style=""font-size: 125%""><b>Basle:</b> Over the 1960–1969 period, the incidence of Crohn’s disease was estimated at 1.6/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365527109181149' target='_blank'>Fahrlander 1971</a>).</p>","<p style=""font-size: 125%""><b>Basle:</b> Over the 1960–1969 period, the incidence of Crohn’s disease was estimated at 1.6/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365527109181149' target='_blank'>Fahrlander 1971</a>).</p>",,"<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: developed</p>",13.08342372,8.448049603,18.03114061,"<p style=""font-size: 125%"">Overall incidence: 13.08<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 8.45<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 18.03<br></p>",CP,notpop,,,developed,,,,
220,,Switzerland,Basel,Basel,municipality,,47.552506,7.594803,"<p style=""font-size: 150%""><b>Basle</b></p>","<p style=""font-size: 125%""><b>Basel:</b> Over the 1960–1969 period, the incidence of Crohn’s disease was estimated at 1.6/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365527109181149' target='_blank'>Fahrlander 1971</a>).</p>","<p style=""font-size: 125%""><b>Basel:</b> Over the 1960–1969 period, the incidence of Crohn’s disease was estimated at 1.6/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365527109181149' target='_blank'>Fahrlander 1971</a>).</p>",,"<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: developed</p>",,,,,,,CP,notpop,,,developed,,,,
221,,Taiwan,Taiwan,Taiwan,country,TWN,23.9739374,120.9820179,"<p style=""font-size: 150%""><b>Taiwan</b></p>","<p style=""font-size: 125%""><b>National:</b> In 1998, the incidence of Crohn’s disease and ulcerative colitis was 0.17/100,000 and 0.59/100,000 respectively. In 2010, the incidence of Crohn’s disease was 0.27/100,000 and was as high as 0.28/100,000 in 2009. In 2010, the incidence of ulcerative colitis was 1.06/100,000 (<a href='https://academic.oup.com/ibdjournal/article/19/13/2815/4604852?login=true' target='_blank'>Chuang 2013</a>).<br><br>

References: <a href='https://academic.oup.com/ibdjournal/article/19/13/2815/4604852?login=true' target='_blank'>Chuang 2013</a></p>","<p style=""font-size: 125%""><b>National:</b> In 1998, the incidence of Crohn’s disease was 0.17/100,000. In 2010, the incidence was 0.27/100,000 and was as high as 0.28/100,000 in 2009 (<a href='https://academic.oup.com/ibdjournal/article/19/13/2815/4604852?login=true' target='_blank'>Chuang 2013</a>).<br><br>

References: <a href='https://academic.oup.com/ibdjournal/article/19/13/2815/4604852?login=true' target='_blank'>Chuang 2013</a></p>","<p style=""font-size: 125%""><b>National:</b> In 1998, the incidence of ulcerative colitis was 0.59/100,000 respectively. By 2010, the incidence was 1.06/100,000 (<a href='https://academic.oup.com/ibdjournal/article/19/13/2815/4604852?login=true' target='_blank'>Chuang 2013</a>).<br><br>

References: <a href='https://academic.oup.com/ibdjournal/article/19/13/2815/4604852?login=true' target='_blank'>Chuang 2013</a></p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developing</p>",29.39748384,19.96969333,16.61214278,"<p style=""font-size: 125%"">Overall incidence: 29.4<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 19.97<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 16.61<br></p>",CP,pop,,,developing,,,,
222,No,Thailand,Thailand,Thailand,country,THA,14.8971921,100.83273,"<p style=""font-size: 150%""><b>Thailand</b></p>","<p style=""font-size: 125%""><b>Bangkok:</b> Over the 2011–2013 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 0.31/100,000 and 0.25/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508516301950?via%3Dihub' target='_blank'>Ng 2016</a>).<br><br>

<b>Chiangmai:</b> Over the 2011–2013 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 0.25/100,000 and 0.23/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508516301950?via%3Dihub' target='_blank'>Ng 2016</a>).</p>","<p style=""font-size: 125%""><b>Bangkok:</b> Over the 2011–2013 period, the incidence of Crohn’s disease was estimated at 0.31/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508516301950?via%3Dihub' target='_blank'>Ng 2016</a>).<br><br>

<b>Chiangmai:</b> Over the 2011–2013 period, the incidence of Crohn’s disease was estimated at 0.25/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508516301950?via%3Dihub' target='_blank'>Ng 2016</a>).</p>","<p style=""font-size: 125%""><b>Bangkok:</b> Over the 2011–2013 period, the incidence of ulcerative colitis was estimated at 0.25/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508516301950?via%3Dihub' target='_blank'>Ng 2016</a>).<br><br>

<b>Chiangmai:</b> Over the 2011–2013 period, the incidence of ulcerative colitis was estimated at 0.23/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508516301950?via%3Dihub' target='_blank'>Ng 2016</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developing</p>",2.095680617,7.171229687,16.10147264,"<p style=""font-size: 125%"">Overall incidence: 2.1<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 7.17<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 16.1<br></p>",E,pop,,,developing,,,,
223,,Thailand,Bangkok,Bangkok,municipality,,13.7525438,100.4934734,"<p style=""font-size: 150%""><b>Bangkok</b></p>","<p style=""font-size: 125%""><b>Bangkok:</b> Over the 2011–2013 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 0.31/100,000 and 0.25/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508516301950?via%3Dihub' target='_blank'>Ng 2016</a>).</p>","<p style=""font-size: 125%""><b>Bangkok:</b> Over the 2011–2013 period, the incidence of Crohn’s disease was estimated at 0.31/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508516301950?via%3Dihub' target='_blank'>Ng 2016</a>).</p>","<p style=""font-size: 125%""><b>Bangkok:</b> Over the 2011–2013 period, the incidence of ulcerative colitis was estimated at 0.25/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508516301950?via%3Dihub' target='_blank'>Ng 2016</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developing</p>",,,,,,,E,pop,,,developing,,,,
224,,Thailand,Chiang Mai,CHIANG MAI,municipality,,18.7882778,98.9858802,"<p style=""font-size: 150%""><b>Chiang Mai</b></p>","<p style=""font-size: 125%""><b>Chiang Mai:</b> Over the 2011–2013 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 0.25/100,000 and 0.23/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508516301950?via%3Dihub' target='_blank'>Ng 2016</a>).</p>","<p style=""font-size: 125%""><b>Chiang Mai:</b> Over the 2011–2013 period, the incidence of Crohn’s disease was estimated at 0.25/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508516301950?via%3Dihub' target='_blank'>Ng 2016</a>).</p>","<p style=""font-size: 125%""><b>Chiang Mai:</b> Over the 2011–2013 period, the incidence of ulcerative colitis was estimated at 0.23/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508516301950?via%3Dihub' target='_blank'>Ng 2016</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developing</p>",,,,,,,E,pop,,,developing,,,,
225,,Turkey,Turkey,Turkey,country,TUR,38.9597594,34.9249653,"<p style=""font-size: 150%""><b>Turkey</b></p>","<p style=""font-size: 125%""><b>National:</b> Over the 2000–2003 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 2.2/100,000 and 4.4/100,000, respectively (<a href='https://journals.lww.com/jcge/Fulltext/2009/01000/Clinical_Characteristics_of_Inflammatory_Bowel.9.aspx' target='_blank'>Tozun 2009</a>).</p>","<p style=""font-size: 125%""><b>National:</b> Over the 2000–2003 period, the incidence of Crohn’s disease was estimated at 2.2/100,000 (<a href='https://journals.lww.com/jcge/Fulltext/2009/01000/Clinical_Characteristics_of_Inflammatory_Bowel.9.aspx' target='_blank'>Tozun 2009</a>).</p>","<p style=""font-size: 125%""><b>National:</b> Over the 2000–2003 period, the incidence of ulcerative colitis was estimated at 4.4/100,000 (<a href='https://journals.lww.com/jcge/Fulltext/2009/01000/Clinical_Characteristics_of_Inflammatory_Bowel.9.aspx' target='_blank'>Tozun 2009</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developing</p>",10.47825141,11.22198243,3.222605537,"<p style=""font-size: 125%"">Overall incidence: 10.48<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 11.22<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 3.22<br></p>",AI,pop,,,developing,,,,
226,,Turkey,Western Black Sea Region,Western Black Sea Region,region,,41.0084962,32.312417,"<p style=""font-size: 150%""><b>Western Black Sea Region</b></p>","<p style=""font-size: 125%""><b>Western Black Sea Region:</b> In 2004, the incidence of Crohn’s disease and ulcerative colitis was 0.68/100,000 and 0.23/100,000, respectively. In 2013, the incidence of Crohn’s disease was 2.98/100,000. In 2013, the incidence of ulcerative colitis was 4.58/100,000 and was as high as 5.16/100,000 in 2011 (<a href='https://www.kjim.org/journal/view.php?doi=10.3904/kjim.2015.310' target='_blank'>Can 2019</a>).</p>","<p style=""font-size: 125%""><b>Western Black Sea Region:</b> In 2004, the incidence of Crohn’s disease was 0.68/100,000. In 2013, the incidence of Crohn’s disease was 2.98/100,000 (<a href='https://www.kjim.org/journal/view.php?doi=10.3904/kjim.2015.310' target='_blank'>Can 2019</a>).</p>","<p style=""font-size: 125%""><b>Western Black Sea Region:</b> In 2004, the incidence of ulcerative colitis was 0.23/100,000. In 2013, the incidence was 4.58/100,000 and was as high as 5.16/100,000 in 2011 (<a href='https://www.kjim.org/journal/view.php?doi=10.3904/kjim.2015.310' target='_blank'>Can 2019</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developing</p>",,,,,,,AI,pop,,,developing,,,,
227,,Turkey,"Trakya (Edirne, Tekirdag and Kirklareli provinces)",Trakya,region,,41.6753,26.5602,"<p style=""font-size: 150%""><b>Trakya</b></p>","<p style=""font-size: 125%""><b>Trakya:</b> Over the 1998–2001 period, the incidence ulcerative colitis was estimated at 0.77/100,000 (<a href='https://journals.sagepub.com/doi/10.1177/147323000303100211' target='_blank'>Tezel 2003</a>).</p>",,"<p style=""font-size: 125%""><b>Trakya:</b> Over the 1998–2001 period, the incidence ulcerative colitis was estimated at 0.77/100,000 (<a href='https://journals.sagepub.com/doi/10.1177/147323000303100211' target='_blank'>Tezel 2003</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developing</p>",,,,,,,AI,pop,,,developing,,,,
228,,United Kingdom,United Kingdom,United Kingdom,country,GBR,54.7023545,-3.2765753,"<p style=""font-size: 150%""><b>United Kingdom</b></p>","<p style=""font-size: 125%""><b>National:</b> Over the 1995–1997 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 8/100,000 and 2/100,000 (<a href='https://onlinelibrary.wiley.com/doi/10.1111/j.1365-2036.2005.02564.x' target='_blank'>Garcia Rodriquez 2005</a>).</p>","<p style=""font-size: 125%""><b>National:</b> Over the 1995–1997 period, the incidence of Crohn’s disease was estimated at 8/100,000 (<a href='https://onlinelibrary.wiley.com/doi/10.1111/j.1365-2036.2005.02564.x' target='_blank'>Garcia Rodriquez 2005</a>).</p>","<p style=""font-size: 125%""><b>National:</b> Over the 1995–1997 period, the incidence of ulcerative colitis was estimated at 2/100,000 (<a href='https://onlinelibrary.wiley.com/doi/10.1111/j.1365-2036.2005.02564.x' target='_blank'>Garcia Rodriquez 2005</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",15.0637069,17.24557222,16.3696329,"<p style=""font-size: 125%"">Overall incidence: 15.06<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 17.25<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 16.37<br></p>",CP,pop,,,major developed,,1950s,,
229,,United Kingdom,Brent & Harrow,Brent & Harrow,region,,51.5543503,-0.3161206,"<p style=""font-size: 150%""><b>Brent & Harrow, England</b></p>","<p style=""font-size: 125%""><b>Brent & Harrow, England:</b> In 2010, the incidence of Crohn’s disease and ulcerative colitis was 2.4/100,000 and 15.6/100,000, respectively (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).</p>","<p style=""font-size: 125%""><b>Brent & Harrow, England:</b> In 2010, the incidence of Crohn’s disease was 2.4/100,000 (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).</p>","<p style=""font-size: 125%""><b>Brent & Harrow, England:</b> In 2010, the incidence of ulcerative colitis was 15.6/100,000 (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",,,,,,,CP,pop,,,major developed,,1950s,,
230,,United Kingdom,Clydesdale,Clydesdale,region,,55.65736,-3.757064,"<p style=""font-size: 150%""><b>Clydesdale, Scotland</b></p>","<p style=""font-size: 125%""><b>Clydesdale:</b> Over the 1961–1970 period, the incidence of Crohn’s disease was estimated at 3.12/100,000 (<a href='https://gut.bmj.com/content/16/1/62' target='_blank'>Smith 1975</a>).</p>","<p style=""font-size: 125%""><b>Clydesdale:</b> Over the 1961–1970 period, the incidence of Crohn’s disease was estimated at 3.12/100,000 (<a href='https://gut.bmj.com/content/16/1/62' target='_blank'>Smith 1975</a>).</p>",,"<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",,,,,,,AI,pop,,,major developed,,,,retrieve coords
231,,United Kingdom,England & Wales,England & Wales,region,,53.3418732,-1.2789459,"<p style=""font-size: 150%""><b>England & Wales</b></p>","<p style=""font-size: 125%""><b>England & Wales:</b> In 1991, the incidence of Crohn’s disease was estimated at 10.6/100,000 (<a href='https://journals.lww.com/eurojgh/Abstract/1998/12000/Patients_consulting_with_Crohn_s_disease_in.5.aspx' target='_blank'>Thompson 1998</a>).</p>","<p style=""font-size: 125%""><b>England & Wales:</b> In 1991, the incidence of Crohn’s disease was estimated at 10.6/100,000 (<a href='https://journals.lww.com/eurojgh/Abstract/1998/12000/Patients_consulting_with_Crohn_s_disease_in.5.aspx' target='_blank'>Thompson 1998</a>).</p>",,"<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",,,,,,,CP,pop,,,major developed,,1950s,,
232,,United Kingdom,Hull & East Yorkshire,Hull & East Yorkshire,region,,53.9015775,-0.3827242,"<p style=""font-size: 150%""><b>Hull & East Yorkshire, England</b></p>","<p style=""font-size: 125%""><b>Hull & East Yorkshire:</b> In 2010, the incidence of Crohn’s disease and ulcerative colitis was 8.9/100,000 and 8.3/100,000, respectively (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).</p>","<p style=""font-size: 125%""><b>Hull & East Yorkshire:</b> In 2010, the incidence of Crohn’s disease was 8.9/100,000 (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).</p>","<p style=""font-size: 125%""><b>Hull & East Yorkshire:</b> In 2010, the incidence of ulcerative colitis was 8.3/100,000 (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",,,,,,,AI,pop,,,major developed,,,,retrieve coords
233,,United Kingdom,Leicestershire,Leicestershire,region,,52.68491375,-1.184765309,"<p style=""font-size: 150%""><b>Leicestershire, England</b></p>","<p style=""font-size: 125%""><b>Leicestershire:</b> Over the 1972–1989 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 3.7/100,000 and 6.77/100,000, respectively (<a href='https://pubmed.ncbi.nlm.nih.gov/1620813/' target='_blank'>Jayanthi 1992a</a> & <a href='https://www.karger.com/Article/Abstract/200936' target='_blank'>Jayanthi 1992b</a>, <a href='https://pmj.bmj.com/content/68/805/914' target='_blank'>Probert 1992a</a> & <a href='https://gut.bmj.com/content/33/5/687' target='_blank'>Probert 1992b</a>). Considering just Leicester City, the incidence of ulcerative colitis was estimated at 9.1/100,000 over the 1991–1994 period.</p>","<p style=""font-size: 125%""><b>Leicestershire:</b> Over the 1972–1989 period, the incidence of Crohn’s disease was estimated at 3.7/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/1620813/' target='_blank'>Jayanthi 1992a</a> & <a href='https://www.karger.com/Article/Abstract/200936' target='_blank'>Jayanthi 1992b</a>, <a href='https://pmj.bmj.com/content/68/805/914' target='_blank'>Probert 1992a</a> & <a href='https://gut.bmj.com/content/33/5/687' target='_blank'>Probert 1992b</a>).</p>","<p style=""font-size: 125%""><b>Leicestershire:</b> Over the 1972–1989 period, the incidence of ulcerative colitis was estimated at 6.77/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/1620813/' target='_blank'>Jayanthi 1992a</a> & <a href='https://www.karger.com/Article/Abstract/200936' target='_blank'>Jayanthi 1992b</a>, <a href='https://pmj.bmj.com/content/68/805/914' target='_blank'>Probert 1992a</a> & <a href='https://gut.bmj.com/content/33/5/687' target='_blank'>Probert 1992b</a>). Considering just Leicester City, the incidence of ulcerative colitis was estimated at 9.1/100,000 over the 1991–1994 period.</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",,,,,,,AI,pop,,,major developed,,,,retrieve coords
