index,national,country,name_format,name,geo_ type,iso_a3,marker_lat,marker_long,name_popup,prev_popup,prev_popup_cd,prev_popup_uc,epi_stage_popup,WESP_18_class_popup,prev_IBD,prev_CD,prev_UC,prev_IBD_popup,prev_CD_popup,prev_UC_popup,epi_stage,pop_based,prev_most_recent,prev_AAPC,WESP_18_class,UN_geoscheme,decade,Notes,DeveloperNotes
116,,United Kingdom,,Blackpool,municipality,,53.8167,-3.037,"<p style=""font-size: 150%""><b>Blackpool, England</b></p>","<p style=""font-size: 125%""><b>Blackpool, England:</b> In 1980, the prevalence of Crohn's disease was 47/100,000 (<a href='https://gut.bmj.com/content/26/3/274' target='_blank'>Lee 1985</a>).</p>","<p style=""font-size: 125%""><b>Blackpool, England:</b> In 1980, the prevalence of Crohn's disease was 47/100,000 (<a href='https://gut.bmj.com/content/26/3/274' target='_blank'>Lee 1985</a>).</p>",,"<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",20.77777259,12.13796716,29.01171949,"<p style=""font-size: 125%"">Overall prevalence: 20.78<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 12.14<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 29.01<br></p>",CP,pop,,,major developed,,1950s,,
117,,United Kingdom,,Derby,municipality,,52.9225,-1.4746,"<p style=""font-size: 150%""><b>Derby, England</b></p>","<p style=""font-size: 125%""><b>Derby, England:</b> In 1985, the prevalence of Crohn's disease was 85/100,000 (<a href='https://gut.bmj.com/content/31/11/1262' target='_blank'>Fellows 1990</a>).</p>","<p style=""font-size: 125%""><b>Derby, England:</b> In 1985, the prevalence of Crohn's disease was 85/100,000 (<a href='https://gut.bmj.com/content/31/11/1262' target='_blank'>Fellows 1990</a>).</p>",,"<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",20.77777259,12.13796716,29.01171949,"<p style=""font-size: 125%"">Overall prevalence: 20.78<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 12.14<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 29.01<br></p>",CP,pop,,,major developed,,1950s,,
118,,United Kingdom,,Leeds,municipality,,53.8008,-1.5491,"<p style=""font-size: 150%""><b>Leeds, England</b></p>","<p style=""font-size: 125%""><b>Leeds, England:</b> In 1968, the prevalence of Crohn's disease was 25/100,000 (<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1812487/' target='_blank'>De Dombal 1971</a>).</p>","<p style=""font-size: 125%""><b>Leeds, England:</b> In 1968, the prevalence of Crohn's disease was 25/100,000 (<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1812487/' target='_blank'>De Dombal 1971</a>).</p>",,"<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",20.77777259,12.13796716,29.01171949,"<p style=""font-size: 125%"">Overall prevalence: 20.78<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 12.14<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 29.01<br></p>",CP,pop,,,major developed,,1950s,,
119,,United Kingdom,,Leicestershire,region,,52.7726,-1.2052,"<p style=""font-size: 150%""><b>Leicestershire</b></p>","<p style=""font-size: 125%""><b>Leicestershire, England:</b> In 1990, the prevalence of Crohn's disease and ulcerative colitis was 75.8/100,000 and 90.8/100,000, respectively (<a href='https://gut.bmj.com/content/34/11/1547' target='_blank'>Probert 1993</a>).</p>","<p style=""font-size: 125%""><b>Leicestershire, England:</b> In 1990, the prevalence of Crohn's disease was 75.8/100,000 (<a href='https://gut.bmj.com/content/34/11/1547' target='_blank'>Probert 1993</a>).</p>","<p style=""font-size: 125%""><b>Leicestershire, England:</b> In 1990, the prevalence of ulcerative colitis was 90.8/100,000 (<a href='https://gut.bmj.com/content/34/11/1547' target='_blank'>Probert 1993</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",20.77777259,12.13796716,29.01171949,"<p style=""font-size: 125%"">Overall prevalence: 20.78<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 12.14<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 29.01<br></p>",CP,pop,,,major developed,,1950s,,
120,,United Kingdom,,North Tees,municipality,,54.5825,-1.3473,"<p style=""font-size: 150%""><b>North Tees, England</b></p>","<p style=""font-size: 125%""><b>North Tees, England:</b> In 1994, the prevalence of Crohn's disease and ulcerative colitis was 144.8/100,000 and 243.4/100,000, respectively (<a href='https://onlinelibrary.wiley.com/doi/full/10.1046/j.1365-2036.2000.00886.x' target='_blank'>Rubin 2000</a>).</p>","<p style=""font-size: 125%""><b>North Tees, England:</b> In 1994, the prevalence of Crohn's disease was 144.8/100,000 (<a href='https://onlinelibrary.wiley.com/doi/full/10.1046/j.1365-2036.2000.00886.x' target='_blank'>Rubin 2000</a>).</p>","<p style=""font-size: 125%""><b>North Tees, England:</b> In 1994, the prevalence of ulcerative colitis was 243.4/100,000 (<a href='https://onlinelibrary.wiley.com/doi/full/10.1046/j.1365-2036.2000.00886.x' target='_blank'>Rubin 2000</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",20.77777259,12.13796716,29.01171949,"<p style=""font-size: 125%"">Overall prevalence: 20.78<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 12.14<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 29.01<br></p>",CP,pop,,,major developed,,1950s,,
121,,United Kingdom,,Nottingham,municipality,,52.954,-1.155,"<p style=""font-size: 150%""><b>Nottingham, England</b></p>","<p style=""font-size: 125%""><b>Nottingham, England: In 1971, the prevalence of Crohn's disease was 34.99/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/1273504/' target='_blank'>Keighley 1976</a>).</p>","<p style=""font-size: 125%""><b>Nottingham, England: In 1971, the prevalence of Crohn's disease was 34.99/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/1273504/' target='_blank'>Keighley 1976</a>).</p>",,"<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",20.77777259,12.13796716,29.01171949,"<p style=""font-size: 125%"">Overall prevalence: 20.78<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 12.14<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 29.01<br></p>",CP,pop,,,major developed,,1950s,,
122,,United Kingdom,,Oxford,municipality,,51.752,-1.2577,"<p style=""font-size: 150%""><b>Oxford, England</b></p>","<p style=""font-size: 125%""><b>Oxford, England:</b> In 1960, the prevalence of Crohn's disease and ulcerative colitis was 9.0/100,000 and 65.7/100,000, respectively (<a href='https://gut.bmj.com/content/6/4/311' target='_blank'>Evans 1965</a>).</p>","<p style=""font-size: 125%""><b>Oxford, England:</b> In 1960, the prevalence of Crohn's disease was 9.0/100,000 (<a href='https://gut.bmj.com/content/6/4/311' target='_blank'>Evans 1965</a>).</p>","<p style=""font-size: 125%""><b>Oxford, England:</b> In 1960, the prevalence of ulcerative colitis was 65.7/100,000 (<a href='https://gut.bmj.com/content/6/4/311' target='_blank'>Evans 1965</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",20.77777259,12.13796716,29.01171949,"<p style=""font-size: 125%"">Overall prevalence: 20.78<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 12.14<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 29.01<br></p>",CP,pop,,,major developed,,1950s,,
123,,USA,,USA,country,USA,,,"<p style=""font-size: 150%""><b>United States of America</b></p>","<p style=""font-size: 125%""><b>National:</b> In 2000, the prevalence of Crohn's disease and ulcerative colitis was 129/100,000 and 191/100,000, respectively (<a href='https://academic.oup.com/ibdjournal/article/13/4/451/4644635?login=true' target='_blank'>Herrinton 2007</a>). In 2009, the prevalence of Crohn's disease and ulcerative colitis was 235.6/100,000 and 248.1/100,000, respectively (<a href='https://link.springer.com/article/10.1007/s10620-012-2371-5' target='_blank'>Kappelman 2013</a>).<br><br>

<b>Midwest:</b> In 2009, the prevalence of Crohn's disease and ulcerative colitis was 264/100,000 and 275/100,000, respectively (<a href='https://link.springer.com/article/10.1007/s10620-012-2371-5' target='_blank'>Kappelman 2013</a>).<br><br>

<b>Northeast:</b> In 2009, the prevalence of Crohn's disease and ulcerative colitis was 247.2/100,000 and 279.3/100,000, respectively (<a href='https://link.springer.com/article/10.1007/s10620-012-2371-5' target='_blank'>Kappelman 2013</a>).<br><br>

<b>South:</b> In 2009, the prevalence of Crohn's disease and ulcerative colitis was 219.2/100,000 and 226.1/100,000, respectively (<a href='https://link.springer.com/article/10.1007/s10620-012-2371-5' target='_blank'>Kappelman 2013</a>).<br><br>

<b>West:</b> In 2009, the prevalence of Crohn's disease and ulcerative colitis was 219.3/100,000 and 263.9/100,000, respectively (<a href='https://link.springer.com/article/10.1007/s10620-012-2371-5' target='_blank'>Kappelman 2013</a>).</p>","<p style=""font-size: 125%""><b>National:</b> In 2000, the prevalence of Crohn's disease was 129/100,000 (<a href='https://academic.oup.com/ibdjournal/article/13/4/451/4644635?login=true' target='_blank'>Herrinton 2007</a>). In 2009, the prevalence was 235.6/100,000 (<a href='https://link.springer.com/article/10.1007/s10620-012-2371-5' target='_blank'>Kappelman 2013</a>).<br><br>

<b>Midwest:</b> In 2009, the prevalence of Crohn's disease was 264/100,000, (<a href='https://link.springer.com/article/10.1007/s10620-012-2371-5' target='_blank'>Kappelman 2013</a>).<br><br>

<b>Northeast:</b> In 2009, the prevalence of Crohn's disease was 247.2/100,000, (<a href='https://link.springer.com/article/10.1007/s10620-012-2371-5' target='_blank'>Kappelman 2013</a>).<br><br>

<b>South:</b> In 2009, the prevalence of Crohn's disease was 219.2/100,000, (<a href='https://link.springer.com/article/10.1007/s10620-012-2371-5' target='_blank'>Kappelman 2013</a>).<br><br>

<b>West:</b> In 2009, the prevalence of Crohn's disease was 219.3/100,000 (<a href='https://link.springer.com/article/10.1007/s10620-012-2371-5' target='_blank'>Kappelman 2013</a>).</p>","<p style=""font-size: 125%""><b>National:</b> In 2000, the prevalence of ulcerative colitis was 191/100,000 (<a href='https://academic.oup.com/ibdjournal/article/13/4/451/4644635?login=true' target='_blank'>Herrinton 2007</a>). By 2009, the prevalence had risen to 248.1/100,000 (<a href='https://link.springer.com/article/10.1007/s10620-012-2371-5' target='_blank'>Kappelman 2013</a>).<br><br>

<b>Midwest:</b> In 2009, the prevalence of ulcerative colitis was 275/100,000 (<a href='https://link.springer.com/article/10.1007/s10620-012-2371-5' target='_blank'>Kappelman 2013</a>).<br><br>

<b>Northeast:</b> In 2009, the prevalence of ulcerative colitis was 279.3/100,000 (<a href='https://link.springer.com/article/10.1007/s10620-012-2371-5' target='_blank'>Kappelman 2013</a>).<br><br>

<b>South:</b> In 2009, the prevalence of ulcerative colitis was  226.1/100,000 (<a href='https://link.springer.com/article/10.1007/s10620-012-2371-5' target='_blank'>Kappelman 2013</a>).<br><br>

<b>West:</b> In 2009, the prevalence of ulcerative colitis was 263.9/100,000 (<a href='https://link.springer.com/article/10.1007/s10620-012-2371-5' target='_blank'>Kappelman 2013</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: major developed</p>",17.08517662,29.30269996,29.9488634,"<p style=""font-size: 125%"">Overall prevalence: 17.09<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 29.3<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 29.95<br></p>",CP,pop,,,major developed,,1950s,,example
124,,USA,,Northern California:,region,,38.8375,-120.8958,"<p style=""font-size: 150%""><b>Northern California</b></p>","<p style=""font-size: 125%""><b>Northern California:</b> In 2002, the prevalence of Crohn's disease and ulcerative colitis was 96.3/100,000 and 155.8/100,000, respectively (<a href='https://academic.oup.com/ibdjournal/article/13/4/451/4644635?login=true' target='_blank'>Herrinton 2007</a>).</p>","<p style=""font-size: 125%""><b>Northern California:</b> In 2002, the prevalence of Crohn's disease was 96.3/100,000 (<a href='https://academic.oup.com/ibdjournal/article/13/4/451/4644635?login=true' target='_blank'>Herrinton 2007</a>).</p>","<p style=""font-size: 125%""><b>Northern California:</b> In 2002, the prevalence of ulcerative colitis was 155.8/100,000 (<a href='https://academic.oup.com/ibdjournal/article/13/4/451/4644635?login=true' target='_blank'>Herrinton 2007</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: major developed</p>",17.08517662,29.30269996,29.9488634,"<p style=""font-size: 125%"">Overall prevalence: 17.09<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 29.3<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 29.95<br></p>",CP,pop,,,major developed,,1950s,,example
125,,USA,,Fontana and Sunset,region,,,,"<p style=""font-size: 150%""><b>Fontana and Sunset, CA</b></p>","<p style=""font-size: 125%""><b>Fontana and Sunset, CA:</b> In 1988, the prevalence of Crohn's disease was 25.9/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/001650859290317R?via%3Dihub' target='_blank'>Kurata 1992</a>).</p>","<p style=""font-size: 125%""><b>Fontana and Sunset, CA:</b> In 1988, the prevalence of Crohn's disease was 25.9/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/001650859290317R?via%3Dihub' target='_blank'>Kurata 1992</a>).</p>",,"<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: major developed</p>",17.08517662,29.30269996,29.9488634,"<p style=""font-size: 125%"">Overall prevalence: 17.09<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 29.3<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 29.95<br></p>",CP,pop,,,major developed,,1950s,,example
126,,USA,,Olmsted,region,,43.9952,-92.3814,"<p style=""font-size: 150%""><b>Olmstead, MN</b></p>","<p style=""font-size: 125%""><b>Olmstead, MN:</b> In 1965, the prevalence of Crohn's disease and ulcerative colitis was 28/100,000 and 38/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508572801100?via%3Dihub' target='_blank'>Sedlack 1972</a>). In 2011, the prevalence of Crohn's disease and ulcerative colitis was 246.7/100,000 and 286.3/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S1542356516310552?via%3Dihub' target='_blank'>Shivashankar 2017</a>).</p>","<p style=""font-size: 125%""><b>Olmstead, MN:</b> In 1965, the prevalence of Crohn's disease was 28/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508572801100?via%3Dihub' target='_blank'>Sedlack 1972</a>). By 2011, the prevalence was 246.7/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S1542356516310552?via%3Dihub' target='_blank'>Shivashankar 2017</a>).</p>","<p style=""font-size: 125%""><b>Olmstead, MN:</b> In 1965, the prevalence of ulcerative colitis was 38/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S0016508572801100?via%3Dihub' target='_blank'>Sedlack 1972</a>). By 2011, the prevalence of ulcerative colitis had risen to 286.3/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S1542356516310552?via%3Dihub' target='_blank'>Shivashankar 2017</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: major developed</p>",17.08517662,29.30269996,29.9488634,"<p style=""font-size: 125%"">Overall prevalence: 17.09<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 29.3<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 29.95<br></p>",CP,pop,,,major developed,,1950s,,example
127,,USA,,ROCHESTER,municipality,,44.0121,-92.4802,"<p style=""font-size: 150%""><b>Rochester, MN</b></p>","<p style=""font-size: 125%""><b>Rochester, MN:</b> In 1979, the prevalence of ulcerative colitis was 225.2/100,000 (<a href='https://gut.bmj.com/content/28/4/402' target='_blank'>Stonnington 1987</a>). In 1991, the prevalence of Crohn's disease and ulcerative colitis was 132.1/100,000 and 228.0/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S1542356516310552?via%3Dihub' target='_blank'>Shivashankar 2017</a>). In 2011, the prevalence of Crohn's disease and ulcerative colitis was 245.0/100,000 and 286.0/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S1542356516310552?via%3Dihub' target='_blank'>Shivashankar 2017</a>).</p>","<p style=""font-size: 125%""><b>Rochester, MN:</b> In 1991, the prevalence of Crohn's disease was 132.1/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S1542356516310552?via%3Dihub' target='_blank'>Shivashankar 2017</a>). In 2011, the prevalence was 245.0/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S1542356516310552?via%3Dihub' target='_blank'>Shivashankar 2017</a>).</p>","<p style=""font-size: 125%""><b>Rochester, MN:</b> In 1979, the prevalence of ulcerative colitis was 225.2/100,000 (<a href='https://gut.bmj.com/content/28/4/402' target='_blank'>Stonnington 1987</a>). In 1991, the prevalence was 228.0/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S1542356516310552?via%3Dihub' target='_blank'>Shivashankar 2017</a>) and by 2011, the prevalence of ulcerative colitis was  286.0/100,000 (<a href='https://www.sciencedirect.com/science/article/pii/S1542356516310552?via%3Dihub' target='_blank'>Shivashankar 2017</a>).</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: major developed</p>",17.08517662,29.30269996,29.9488634,"<p style=""font-size: 125%"">Overall prevalence: 17.09<br></p>","<p style=""font-size: 125%"">Prevalence of Crohn's Disease: 29.3<br></p>","<p style=""font-size: 125%"">Prevalence of Ulcerative Colitis: 29.95<br></p>",CP,pop,,,major developed,,1950s,,example
